Type,Gene
protein_coding,ARHGAP19
protein_coding,ARHGAP19-SLIT1
protein_coding,ARHGAP20
protein_coding,ARHGAP21
protein_coding,ARHGAP22
protein_coding,ARHGAP23
protein_coding,ARHGAP24
protein_coding,ARHGAP25
protein_coding,ARHGAP26
antisense,ARHGAP26-AS1
sense_intronic,ARHGAP26-IT1
protein_coding,ARHGAP27
protein_coding,ARHGAP28
protein_coding,ARHGAP29
protein_coding,ARHGAP30
protein_coding,ARHGAP31
antisense,ARHGAP31-AS1
protein_coding,ARHGAP32
protein_coding,ARHGAP33
protein_coding,ARHGAP35
protein_coding,ARHGAP36
protein_coding,ARHGAP39
protein_coding,ARHGAP4
protein_coding,ARHGAP40
protein_coding,ARHGAP42
protein_coding,ARHGAP44
protein_coding,ARHGAP5
antisense,ARHGAP5-AS1
protein_coding,ARHGAP6
protein_coding,ARHGAP8
protein_coding,ARHGAP9
protein_coding,ARHGDIA
protein_coding,ARHGDIB
protein_coding,ARHGDIG
protein_coding,ARHGEF1
protein_coding,ARHGEF10
protein_coding,ARHGEF10L
protein_coding,ARHGEF11
protein_coding,ARHGEF12
protein_coding,ARHGEF15
protein_coding,ARHGEF16
protein_coding,ARHGEF17
protein_coding,ARHGEF18
protein_coding,ARHGEF19
protein_coding,ARHGEF2
protein_coding,ARHGEF25
protein_coding,ARHGEF26
processed_transcript,ARHGEF26-AS1
protein_coding,ARHGEF28
protein_coding,ARHGEF3
antisense,ARHGEF3-AS1
protein_coding,ARHGEF33
pseudogene,ARHGEF34P
protein_coding,ARHGEF35
protein_coding,ARHGEF37
protein_coding,ARHGEF38
sense_intronic,ARHGEF38-IT1
protein_coding,ARHGEF39
protein_coding,ARHGEF4
protein_coding,ARHGEF40
protein_coding,ARHGEF5
protein_coding,ARHGEF6
protein_coding,ARHGEF7
antisense,ARHGEF7-AS1
antisense,ARHGEF7-AS2
protein_coding,ARHGEF9
protein_coding,ARID1A
protein_coding,ARID1B
protein_coding,ARID2
protein_coding,ARID3A
protein_coding,ARID3B
protein_coding,ARID3C
protein_coding,ARID4A
protein_coding,ARID4B
protein_coding,ARID5A
protein_coding,ARID5B
protein_coding,ARIH1
protein_coding,ARIH2
protein_coding,ARIH2OS
processed_pseudogene,ARIH2P1
protein_coding,ARL1
protein_coding,ARL10
protein_coding,ARL11
protein_coding,ARL13A
protein_coding,ARL13B
protein_coding,ARL14
protein_coding,ARL14EP
protein_coding,ARL14EPL
protein_coding,ARL15
protein_coding,ARL16
protein_coding,ARL17A
protein_coding,ARL17B
protein_coding,ARL2
protein_coding,ARL2-SNX15
protein_coding,ARL2BP
processed_pseudogene,ARL2BPP1
processed_pseudogene,ARL2BPP8
protein_coding,ARL3
protein_coding,ARL4A
protein_coding,ARL4C
protein_coding,ARL4D
protein_coding,ARL5A
protein_coding,ARL5B
protein_coding,ARL5C
protein_coding,ARL6
protein_coding,ARL6IP1
protein_coding,ARL6IP4
protein_coding,ARL6IP5
protein_coding,ARL6IP6
protein_coding,ARL8A
protein_coding,ARL8B
protein_coding,ARL9
protein_coding,ARMC1
protein_coding,ARMC10
protein_coding,ARMC12
protein_coding,ARMC2
antisense,ARMC2-AS1
protein_coding,ARMC3
protein_coding,ARMC4
pseudogene,ARMC4P1
protein_coding,ARMC5
protein_coding,ARMC6
protein_coding,ARMC7
protein_coding,ARMC8
protein_coding,ARMC9
protein_coding,ARMCX1
protein_coding,ARMCX2
protein_coding,ARMCX3
protein_coding,ARMCX4
protein_coding,ARMCX5
protein_coding,ARMCX6
protein_coding,ARMS2
protein_coding,ARMT1
protein_coding,ARNT
protein_coding,ARNT2
protein_coding,ARNTL
protein_coding,ARNTL2
protein_coding,ARPC1A
protein_coding,ARPC1B
protein_coding,ARPC2
protein_coding,ARPC3
protein_coding,ARPC4
protein_coding,ARPC4-TTLL3
protein_coding,ARPC5
protein_coding,ARPC5L
protein_coding,ARPIN
protein_coding,ARPP19
protein_coding,ARPP21
protein_coding,ARR3
protein_coding,ARRB1
protein_coding,ARRB2
protein_coding,ARRDC1
protein_coding,ARRDC2
protein_coding,ARRDC3
lincRNA,ARRDC3-AS1
protein_coding,ARRDC4
protein_coding,ARRDC5
protein_coding,ARSA
protein_coding,ARSB
protein_coding,ARSD
protein_coding,ARSE
protein_coding,ARSF
protein_coding,ARSG
protein_coding,ARSH
protein_coding,ARSI
protein_coding,ARSJ
protein_coding,ARSK
protein_coding,ART1
protein_coding,ART3
protein_coding,ART4
protein_coding,ART5
protein_coding,ARTN
protein_coding,ARV1
protein_coding,ARVCF
protein_coding,ARX
protein_coding,AS3MT
protein_coding,ASAH1
protein_coding,ASAH2
protein_coding,ASAH2B
protein_coding,ASAP1
sense_intronic,ASAP1-IT2
protein_coding,ASAP2
protein_coding,ASAP3
protein_coding,ASB1
protein_coding,ASB10
protein_coding,ASB11
protein_coding,ASB12
protein_coding,ASB13
protein_coding,ASB14
protein_coding,ASB15
protein_coding,ASB16
antisense,ASB16-AS1
protein_coding,ASB17
protein_coding,ASB18
protein_coding,ASB2
protein_coding,ASB3
protein_coding,ASB4
protein_coding,ASB5
protein_coding,ASB6
protein_coding,ASB7
protein_coding,ASB8
protein_coding,ASB9
pseudogene,ASB9P1
protein_coding,ASCC1
protein_coding,ASCC2
protein_coding,ASCC3
protein_coding,ASCL1
protein_coding,ASCL2
protein_coding,ASCL3
protein_coding,ASCL4
protein_coding,ASCL5
protein_coding,ASF1A
protein_coding,ASF1B
protein_coding,ASGR1
protein_coding,ASGR2
protein_coding,ASH1L
processed_transcript,ASH1L-AS1
protein_coding,ASH2L
processed_pseudogene,ASH2LP1
protein_coding,ASIC1
protein_coding,ASIC2
protein_coding,ASIC3
protein_coding,ASIC4
protein_coding,ASIC5
protein_coding,ASIP
protein_coding,ASL
protein_coding,ASMT
protein_coding,ASMTL
antisense,ASMTL-AS1
protein_coding,ASNA1
protein_coding,ASNS
protein_coding,ASNSD1
transcribed_unprocessed_pseudogene,ASNSP1
protein_coding,ASPA
protein_coding,ASPDH
protein_coding,ASPG
protein_coding,ASPH
protein_coding,ASPHD1
protein_coding,ASPHD2
protein_coding,ASPM
protein_coding,ASPN
protein_coding,ASPRV1
protein_coding,ASPSCR1
protein_coding,ASRGL1
protein_coding,ASS1
processed_pseudogene,ASS1P5
protein_coding,ASTE1
protein_coding,ASTL
protein_coding,ASTN1
protein_coding,ASTN2
protein_coding,ASUN
protein_coding,ASXL1
protein_coding,ASXL2
protein_coding,ASXL3
protein_coding,ASZ1
protein_coding,ATAD1
protein_coding,ATAD2
protein_coding,ATAD2B
protein_coding,ATAD3A
protein_coding,ATAD3B
protein_coding,ATAD3C
protein_coding,ATAD5
protein_coding,ATAT1
protein_coding,ATCAY
protein_coding,ATE1
antisense,ATE1-AS1
protein_coding,ATF1
protein_coding,ATF2
protein_coding,ATF3
protein_coding,ATF4
processed_pseudogene,ATF4P2
processed_pseudogene,ATF4P3
protein_coding,ATF5
protein_coding,ATF6
protein_coding,ATF6B
protein_coding,ATF7
protein_coding,ATF7IP
protein_coding,ATF7IP2
protein_coding,ATG10
protein_coding,ATG101
protein_coding,ATG12
protein_coding,ATG13
protein_coding,ATG14
protein_coding,ATG16L1
protein_coding,ATG16L2
protein_coding,ATG2A
protein_coding,ATG2B
protein_coding,ATG3
protein_coding,ATG4A
protein_coding,ATG4B
protein_coding,ATG4C
protein_coding,ATG4D
protein_coding,ATG5
protein_coding,ATG7
protein_coding,ATG9A
protein_coding,ATG9B
protein_coding,ATHL1
protein_coding,ATIC
protein_coding,ATL1
protein_coding,ATL2
protein_coding;overexpressed_ribodepletion,ATL3
protein_coding,ATM
protein_coding,ATMIN
protein_coding,ATN1
protein_coding,ATOH1
protein_coding,ATOH7
protein_coding,ATOH8
protein_coding,ATOX1
protein_coding,ATP10A
protein_coding,ATP10B
protein_coding,ATP10D
protein_coding,ATP11A
antisense,ATP11A-AS1
lincRNA,ATP11AUN
protein_coding,ATP11B
protein_coding,ATP11C
protein_coding,ATP12A
protein_coding,ATP13A1
protein_coding,ATP13A2
protein_coding,ATP13A3
protein_coding,ATP13A4
antisense,ATP13A4-AS1
protein_coding,ATP13A5
antisense,ATP13A5-AS1
protein_coding,ATP1A1
protein_coding,ATP1A2
protein_coding,ATP1A3
protein_coding,ATP1A4
protein_coding,ATP1B1
protein_coding;underexpressed_ribodepletion,ATP1B2
protein_coding,ATP1B3
processed_pseudogene,ATP1B3P1
protein_coding,ATP1B4
protein_coding,ATP23
protein_coding,ATP2A1
protein_coding,ATP2A2
protein_coding,ATP2A3
protein_coding,ATP2B1
protein_coding,ATP2B2
sense_intronic,ATP2B2-IT2
protein_coding,ATP2B3
protein_coding,ATP2B4
protein_coding,ATP2C1
protein_coding,ATP2C2
protein_coding,ATP4A
protein_coding,ATP4B
protein_coding,ATP5A1
protein_coding,ATP5B
protein_coding,ATP5C1
protein_coding,ATP5D
protein_coding,ATP5E
protein_coding,ATP5EP2
protein_coding,ATP5F1
protein_coding,ATP5G1
protein_coding,ATP5G2
protein_coding,ATP5G3
protein_coding,ATP5H
protein_coding,ATP5I
protein_coding,ATP5J
protein_coding,ATP5J2
protein_coding,ATP5J2-PTCD1
protein_coding,ATP5L
protein_coding,ATP5L2
protein_coding,ATP5O
protein_coding,ATP5S
protein_coding,ATP5SL
protein_coding,ATP6AP1
protein_coding,ATP6AP1L
protein_coding,ATP6AP2
protein_coding,ATP6V0A1
protein_coding,ATP6V0A2
protein_coding,ATP6V0A4
protein_coding,ATP6V0B
protein_coding;underexpressed_ribodepletion,ATP6V0C
processed_pseudogene,ATP6V0CP1
pseudogene,ATP6V0CP3
protein_coding,ATP6V0D1
protein_coding,ATP6V0D2
protein_coding,ATP6V0E1
protein_coding,ATP6V0E2
antisense,ATP6V0E2-AS1
protein_coding,ATP6V1A
protein_coding,ATP6V1B1
protein_coding,ATP6V1B2
protein_coding,ATP6V1C1
protein_coding,ATP6V1C2
protein_coding,ATP6V1D
protein_coding,ATP6V1E1
protein_coding,ATP6V1E2
protein_coding,ATP6V1F
protein_coding,ATP6V1G1
processed_pseudogene,ATP6V1G1P2
protein_coding,ATP6V1G2
protein_coding,ATP6V1G2-DDX39B
protein_coding,ATP6V1G3
protein_coding,ATP6V1H
protein_coding,ATP7A
protein_coding,ATP7B
protein_coding,ATP8A1
protein_coding,ATP8A2
protein_coding,ATP8B1
protein_coding,ATP8B2
protein_coding,ATP8B3
protein_coding,ATP8B4
pseudogene,ATP8B5P
protein_coding,ATP9A
protein_coding,ATP9B
protein_coding,ATPAF1
protein_coding,ATPAF2
protein_coding,ATPIF1
protein_coding,ATR
protein_coding,ATRAID
protein_coding,ATRIP
protein_coding,ATRN
protein_coding,ATRNL1
protein_coding,ATRX
protein_coding,ATXN1
protein_coding,ATXN10
protein_coding,ATXN1L
protein_coding,ATXN2
antisense,ATXN2-AS
protein_coding,ATXN2L
protein_coding,ATXN3
protein_coding,ATXN3L
protein_coding,ATXN7
protein_coding,ATXN7L1
protein_coding,ATXN7L2
protein_coding,ATXN7L3
protein_coding,ATXN7L3B
antisense,ATXN8OS
protein_coding,AUH
protein_coding,AUNIP
protein_coding,AUP1
protein_coding,AURKA
protein_coding,AURKAIP1
pseudogene,AURKAPS1
protein_coding,AURKB
protein_coding,AURKC
protein_coding,AUTS2
protein_coding,AVEN
protein_coding,AVIL
protein_coding,AVL9
protein_coding,AVP
protein_coding,AVPI1
protein_coding,AVPR1A
protein_coding,AVPR1B
protein_coding,AVPR2
protein_coding,AWAT1
protein_coding,AWAT2
protein_coding,AXDND1
protein_coding,AXIN1
protein_coding,AXIN2
protein_coding,AXL
protein_coding,AZGP1
pseudogene,AZGP1P1
protein_coding,AZI2
protein_coding,AZIN1
protein_coding,AZIN2
protein_coding,AZU1
protein_coding,B2M
protein_coding,B3GALNT1
protein_coding,B3GALNT2
protein_coding,B3GALT1
protein_coding;overexpressed_ribodepletion,B3GALT2
protein_coding,B3GALT4
protein_coding,B3GALT5
antisense,B3GALT5-AS1
protein_coding,B3GALT6
protein_coding,B3GAT1
protein_coding,B3GAT2
protein_coding,B3GAT3
protein_coding,B3GLCT
protein_coding,B3GNT2
protein_coding,B3GNT3
protein_coding,B3GNT4
protein_coding,B3GNT5
protein_coding,B3GNT6
protein_coding,B3GNT7
protein_coding,B3GNT8
protein_coding,B3GNT9
protein_coding,B3GNTL1
protein_coding,B4GALNT1
protein_coding,B4GALNT2
protein_coding,B4GALNT3
protein_coding,B4GALNT4
protein_coding,B4GALT1
protein_coding,B4GALT2
protein_coding,B4GALT3
protein_coding,B4GALT4
antisense,B4GALT4-AS1
protein_coding,B4GALT5
protein_coding,B4GALT6
protein_coding,B4GALT7
protein_coding,B4GAT1
protein_coding,B9D1
protein_coding,B9D2
protein_coding,BAALC
protein_coding,BAAT
protein_coding,BABAM1
protein_coding,BACE1
processed_transcript,BACE1-AS
protein_coding,BACE2
protein_coding,BACH1
lincRNA,BACH1-IT2
protein_coding,BACH2
protein_coding,BAD
protein_coding,BAG1
protein_coding,BAG2
protein_coding,BAG3
protein_coding,BAG4
protein_coding,BAG5
protein_coding,BAG6
pseudogene;overexpressed_ribodepletion,BAGE2
protein_coding,BAGE5
protein_coding,BAHCC1
protein_coding,BAHD1
protein_coding,BAIAP2
lincRNA,BAIAP2-AS1
protein_coding,BAIAP2L1
protein_coding,BAIAP2L2
protein_coding,BAIAP3
protein_coding,BAK1
processed_pseudogene,BAK1P2
protein_coding,BAMBI
lincRNA,BANCR
protein_coding;underexpressed_ribodepletion,BANF1
protein_coding,BANF2
protein_coding,BANK1
protein_coding,BANP
protein_coding,BAP1
protein_coding;overexpressed_ribodepletion,BARD1
protein_coding,BARHL1
protein_coding,BARHL2
protein_coding,BARX1
protein_coding,BARX2
protein_coding,BASP1
pseudogene,BASP1P1
protein_coding,BATF
protein_coding,BATF2
protein_coding,BATF3
protein_coding,BAX
protein_coding,BAZ1A
protein_coding,BAZ1B
protein_coding,BAZ2A
protein_coding,BAZ2B
protein_coding,BBC3
protein_coding,BBIP1
protein_coding,BBOF1
protein_coding,BBOX1
protein_coding,BBS1
protein_coding,BBS10
protein_coding,BBS12
protein_coding,BBS2
protein_coding,BBS4
protein_coding,BBS5
protein_coding,BBS7
protein_coding,BBS9
protein_coding,BBX
protein_coding,BCAM
protein_coding,BCAN
protein_coding,BCAP29
protein_coding,BCAP31
protein_coding,BCAR1
protein_coding,BCAR3
lincRNA,BCAR4
protein_coding,BCAS1
protein_coding,BCAS2
protein_coding,BCAS3
protein_coding,BCAS4
protein_coding,BCAT1
protein_coding,BCAT2
protein_coding,BCCIP
protein_coding,BCDIN3D
antisense,BCDIN3D-AS1
protein_coding,BCHE
protein_coding,BCKDHA
protein_coding,BCKDHB
protein_coding,BCKDK
protein_coding,BCL10
protein_coding,BCL11A
protein_coding,BCL11B
protein_coding,BCL2
protein_coding,BCL2A1
protein_coding,BCL2L1
protein_coding,BCL2L10
protein_coding,BCL2L11
protein_coding,BCL2L12
protein_coding,BCL2L13
protein_coding,BCL2L14
protein_coding,BCL2L15
protein_coding,BCL2L2
protein_coding,BCL2L2-PABPN1
protein_coding;underexpressed_ribodepletion,BCL3
protein_coding,BCL6
protein_coding,BCL6B
protein_coding,BCL7A
protein_coding,BCL7B
protein_coding,BCL7C
protein_coding,BCL9
protein_coding,BCL9L
protein_coding,BCLAF1
processed_pseudogene,BCLAF1P2
protein_coding,BCO1
protein_coding,BCO2
protein_coding,BCOR
protein_coding,BCORL1
pseudogene,BCORP1
protein_coding,BCR
pseudogene,BCRP2
pseudogene,BCRP3
protein_coding,BCS1L
lincRNA,BCYRN1
protein_coding,BDH1
protein_coding,BDH2
processed_pseudogene,BDH2P1
protein_coding,BDKRB1
protein_coding,BDKRB2
protein_coding,BDNF
antisense,BDNF-AS
protein_coding,BDP1
processed_pseudogene,BDP1P
protein_coding,BEAN1
protein_coding,BECN1
protein_coding,BECN2
protein_coding,BEGAIN
protein_coding,BEND2
protein_coding,BEND3
pseudogene,BEND3P3
protein_coding,BEND4
protein_coding,BEND5
protein_coding,BEND6
protein_coding,BEND7
protein_coding,BEST1
protein_coding,BEST2
protein_coding,BEST3
protein_coding,BEST4
protein_coding,BET1
protein_coding,BET1L
protein_coding,BEX1
protein_coding,BEX2
protein_coding,BEX3
protein_coding,BEX4
protein_coding,BEX5
protein_coding,BFAR
protein_coding,BFSP1
protein_coding,BFSP2
antisense,BFSP2-AS1
protein_coding,BGLAP
lincRNA,BGLT3
protein_coding,BGN
protein_coding,BHLHA15
protein_coding,BHLHA9
protein_coding,BHLHB9
protein_coding,BHLHE22
protein_coding,BHLHE23
protein_coding,BHLHE40
antisense,BHLHE40-AS1
protein_coding,BHLHE41
protein_coding,BHMG1
protein_coding,BHMT
protein_coding,BHMT2
protein_coding,BICC1
protein_coding,BICD1
protein_coding,BICD2
protein_coding,BID
protein_coding,BIK
protein_coding,BIN1
protein_coding,BIN2
protein_coding,BIN3
protein_coding,BIRC2
protein_coding,BIRC3
protein_coding,BIRC5
protein_coding;overexpressed_ribodepletion,BIRC6
transcribed_unprocessed_pseudogene,BIRC6-AS2
protein_coding,BIRC7
protein_coding,BIRC8
lincRNA,BISPR
protein_coding,BIVM
protein_coding,BIVM-ERCC5
lincRNA,BLACAT1
protein_coding,BLACE
protein_coding,BLCAP
protein_coding;overexpressed_ribodepletion,BLID
protein_coding,BLK
protein_coding,BLM
protein_coding,BLMH
protein_coding,BLNK
protein_coding,BLOC1S1
protein_coding,BLOC1S2
protein_coding,BLOC1S3
protein_coding,BLOC1S4
protein_coding,BLOC1S5
protein_coding,BLOC1S5-TXNDC5
protein_coding,BLOC1S6
protein_coding,BLVRA
protein_coding,BLVRB
protein_coding,BLZF1
protein_coding,BMF
protein_coding,BMI1
protein_coding,BMP1
protein_coding,BMP10
protein_coding,BMP15
protein_coding,BMP2
protein_coding,BMP2K
protein_coding,BMP3
protein_coding,BMP4
protein_coding,BMP5
protein_coding,BMP6
processed_pseudogene,BMP6P1
protein_coding,BMP7
protein_coding,BMP8A
protein_coding,BMP8B
protein_coding,BMPER
protein_coding,BMPR1A
protein_coding,BMPR1B
protein_coding,BMPR2
protein_coding,BMS1
transcribed_unprocessed_pseudogene,BMS1P1
unprocessed_pseudogene,BMS1P11
lincRNA,BMS1P17
lincRNA,BMS1P18
transcribed_unprocessed_pseudogene,BMS1P2
processed_transcript,BMS1P20
transcribed_unprocessed_pseudogene,BMS1P21
transcribed_unprocessed_pseudogene,BMS1P3
pseudogene,BMS1P4
pseudogene,BMS1P5
pseudogene,BMS1P6
transcribed_unprocessed_pseudogene,BMS1P7
protein_coding,BMX
protein_coding,BNC1
protein_coding,BNC2
protein_coding,BNIP1
protein_coding,BNIP2
protein_coding,BNIP3
protein_coding,BNIP3L
processed_pseudogene,BNIP3P29
processed_pseudogene,BNIP3P3
processed_pseudogene,BNIP3P4
protein_coding,BNIPL
protein_coding,BOC
protein_coding,BOD1
protein_coding,BOD1L1
protein_coding,BOD1L2
protein_coding,BOK
antisense,BOK-AS1
protein_coding,BOLA1
protein_coding,BOLA2
protein_coding,BOLA2B
protein_coding,BOLA3
antisense,BOLA3-AS1
protein_coding,BOLL
protein_coding,BOP1
protein_coding,BORA
protein_coding,BORCS5
protein_coding,BORCS6
protein_coding,BORCS7
protein_coding,BORCS7-ASMT
protein_coding,BORCS8
protein_coding,BORCS8-MEF2B
lincRNA,BPESC1
protein_coding,BPGM
protein_coding,BPHL
protein_coding,BPI
protein_coding,BPIFA1
protein_coding,BPIFA2
protein_coding,BPIFA3
pseudogene,BPIFA4P
protein_coding,BPIFB1
protein_coding,BPIFB2
protein_coding,BPIFB3
protein_coding,BPIFB4
unitary_pseudogene,BPIFB5P
protein_coding,BPIFB6
transcribed_unitary_pseudogene,BPIFB9P
protein_coding,BPIFC
protein_coding,BPNT1
protein_coding,BPTF
protein_coding,BPY2
protein_coding,BPY2B
protein_coding,BRAF
protein_coding,BRAP
protein_coding,BRAT1
protein_coding,BRCA1
protein_coding,BRCA2
protein_coding,BRCC3
protein_coding,BRD1
protein_coding,BRD2
protein_coding,BRD3
protein_coding,BRD4
protein_coding,BRD7
processed_pseudogene,BRD7P1
pseudogene;overexpressed_ribodepletion,BRD7P3
processed_pseudogene,BRD7P6
protein_coding,BRD8
protein_coding,BRD9
protein_coding,BRDT
protein_coding,BRE
protein_coding,BRF1
protein_coding,BRF2
protein_coding,BRI3
protein_coding,BRI3BP
protein_coding,BRICD5
protein_coding,BRINP1
protein_coding,BRINP2
protein_coding,BRINP3
protein_coding,BRIP1
protein_coding,BRIX1
protein_coding,BRK1
protein_coding,BRMS1
protein_coding,BRMS1L
protein_coding,BROX
protein_coding,BRPF1
protein_coding,BRPF3
protein_coding,BRS3
protein_coding,BRSK1
protein_coding,BRSK2
protein_coding,BRWD1
antisense,BRWD1-AS1
sense_intronic,BRWD1-IT2
protein_coding,BRWD3
protein_coding,BSCL2
protein_coding,BSDC1
protein_coding,BSG
protein_coding,BSN
lincRNA,BSN-AS2
protein_coding,BSND
protein_coding,BSPH1
protein_coding,BSPRY
protein_coding,BST1
protein_coding,BST2
protein_coding,BSX
protein_coding,BTAF1
protein_coding,BTBD1
protein_coding,BTBD10
protein_coding,BTBD11
protein_coding,BTBD16
protein_coding,BTBD17
protein_coding;overexpressed_ribodepletion,BTBD18
protein_coding,BTBD19
protein_coding,BTBD2
protein_coding,BTBD3
protein_coding,BTBD6
protein_coding,BTBD7
protein_coding;overexpressed_ribodepletion,BTBD8
protein_coding,BTBD9
protein_coding,BTC
protein_coding,BTD
